Version|Variant|Milliseconds|Ticks|ItemCount
5|1|935|9345253|1000000
5|1|937|9371615|1000000
5|1|956|9564351|1000000
5|1|949|9489595|1000000
5|1|945|9449609|1000000
5|1|936|9354824|1000000
5|1|978|9779891|1000000
5|1|962|9620908|1000000
5|1|932|9326243|1000000
5|1|946|9462141|1000000
5|1|935|9346684|1000000
5|1|970|9694927|1000000
5|1|1026|10260621|1000000
5|1|1011|10114460|1000000
5|1|1022|10214648|1000000
5|1|1013|10138582|1000000
5|1|1020|10190682|1000000
5|1|1024|10245374|1000000
5|1|1027|10273520|1000000
5|1|1013|10127235|1000000
5|1|1015|10151322|1000000
5|1|955|9548983|1000000
5|1|931|9305419|1000000
5|1|937|9368992|1000000
5|1|957|9569805|1000000
5|1|954|9545987|1000000
5|1|941|9405640|1000000
5|1|944|9444718|1000000
5|1|943|9428613|1000000
5|1|961|9606200|1000000
5|1|941|9414256|1000000
5|1|932|9314292|1000000
5|1|938|9385437|1000000
5|1|954|9537624|1000000
5|1|934|9343133|1000000
5|1|945|9452710|1000000
5|1|929|9282145|1000000
5|1|1016|10159542|1000000
5|1|1014|10145102|1000000
5|1|1017|10168601|1000000
5|1|1017|10168670|1000000
5|1|1013|10128668|1000000
5|1|1027|10274226|1000000
